ENSG00000160808	MYL3
ENSG00000125675	GRIA3
ENSG00000244300	GATA2-AS1
ENSG00000281398	SNHG4
ENSG00000168427	KLHL30
ENSG00000148219	ASTN2
ENSG00000203760	CENPW
ENSG00000103449	SALL1
ENSG00000100412	ACO2
ENSG00000110619	CARS
ENSG00000133943	C14orf159
ENSG00000138802	SEC24B
ENSG00000137177	KIF13A
ENSG00000118217	ATF6
ENSG00000046653	GPM6B
ENSG00000275131	CH17-472G23.4
ENSG00000184058	TBX1
ENSG00000167315	ACAA2
ENSG00000140557	ST8SIA2
ENSG00000259203	RP11-209K10.2
ENSG00000165392	WRN
ENSG00000107859	PITX3
ENSG00000204568	MRPS18B
ENSG00000189410	SH2D5
ENSG00000162384	C1orf123
ENSG00000170820	FSHR
ENSG00000005249	PRKAR2B
ENSG00000167705	RILP
ENSG00000197859	ADAMTSL2
ENSG00000251348	HSPD1P11
ENSG00000168646	AXIN2
ENSG00000089154	GCN1
ENSG00000109339	MAPK10
ENSG00000100979	PLTP
ENSG00000155393	HEATR3
ENSG00000099910	KLHL22
ENSG00000172296	SPTLC3
ENSG00000178980	SEPW1
ENSG00000131844	MCCC2
ENSG00000182199	SHMT2
ENSG00000148110	MFSD14B
ENSG00000036530	CYP46A1
ENSG00000160606	TLCD1
ENSG00000076248	UNG
ENSG00000047597	XK
ENSG00000127585	FBXL16
ENSG00000020922	MRE11A
ENSG00000180304	OAZ2
ENSG00000117707	PROX1
ENSG00000065057	NTHL1
ENSG00000185885	IFITM1
ENSG00000110090	CPT1A
ENSG00000105939	ZC3HAV1
ENSG00000228300	C19orf24
ENSG00000172348	RCAN2
ENSG00000160271	RALGDS
ENSG00000146904	EPHA1
ENSG00000124789	NUP153
ENSG00000115368	WDR75
ENSG00000185105	MYADML2
ENSG00000157303	SUSD3
ENSG00000130988	RGN
ENSG00000224660	SH3BP5-AS1
ENSG00000225313	RP11-415J8.3
ENSG00000001497	LAS1L
ENSG00000131116	ZNF428
ENSG00000162849	KIF26B
ENSG00000173660	UQCRH
ENSG00000078549	ADCYAP1R1
ENSG00000112218	GPR63
ENSG00000277791	PSMB3
ENSG00000121644	DESI2
ENSG00000198793	MTOR
ENSG00000139329	LUM
ENSG00000163435	ELF3
ENSG00000123975	CKS2
ENSG00000137955	RABGGTB
ENSG00000187772	LIN28B
ENSG00000168334	XIRP1
ENSG00000164405	UQCRQ
ENSG00000198056	PRIM1
ENSG00000229153	EPHA1-AS1
ENSG00000135063	FAM189A2
ENSG00000146215	CRIP3
ENSG00000169715	MT1E
ENSG00000262943	ALOX12P2
ENSG00000130119	GNL3L
ENSG00000152642	GPD1L
ENSG00000173334	TRIB1
ENSG00000096968	JAK2
ENSG00000185070	FLRT2
ENSG00000180801	ARSJ
ENSG00000120057	SFRP5
ENSG00000112773	FAM46A
ENSG00000141480	ARRB2
ENSG00000162407	PLPP3
ENSG00000077063	CTTNBP2
ENSG00000164251	F2RL1
ENSG00000089220	PEBP1
ENSG00000165733	BMS1
ENSG00000110906	KCTD10
ENSG00000132963	POMP
ENSG00000110195	FOLR1
ENSG00000185477	GPRIN3
ENSG00000146216	TTBK1
ENSG00000178921	PFAS
ENSG00000170390	DCLK2
ENSG00000248690	HAS2-AS1
ENSG00000143858	SYT2
ENSG00000139343	SNRPF
ENSG00000198933	TBKBP1
ENSG00000079616	KIF22
ENSG00000244187	TMEM141
ENSG00000145794	MEGF10
ENSG00000153012	LGI2
ENSG00000165495	PKNOX2
ENSG00000169174	PCSK9
ENSG00000113721	PDGFRB
ENSG00000138029	HADHB
ENSG00000177108	ZDHHC22
ENSG00000110841	PPFIBP1
ENSG00000137267	TUBB2A
ENSG00000204231	RXRB
ENSG00000112175	BMP5
ENSG00000125813	PAX1
ENSG00000215861	WI2-1896O14.1
ENSG00000113070	HBEGF
ENSG00000172795	DCP2
ENSG00000081026	MAGI3
ENSG00000153558	FBXL2
ENSG00000082512	TRAF5
ENSG00000159352	PSMD4
ENSG00000111832	RWDD1
ENSG00000164236	ANKRD33B
ENSG00000162378	ZYG11B
ENSG00000141431	ASXL3
ENSG00000197653	DNAH10
ENSG00000233593	RP4-665J23.1
ENSG00000169021	UQCRFS1
ENSG00000166313	APBB1
ENSG00000124588	NQO2
ENSG00000100106	TRIOBP
ENSG00000102098	SCML2
ENSG00000113430	IRX4
ENSG00000240857	RDH14
ENSG00000073060	SCARB1
ENSG00000103150	MLYCD
ENSG00000138639	ARHGAP24
ENSG00000100065	CARD10
ENSG00000132749	TESMIN
ENSG00000112584	FAM120B
ENSG00000169297	NR0B1
ENSG00000174437	ATP2A2
ENSG00000136813	KIAA0368
ENSG00000181610	MRPS23
ENSG00000111907	TPD52L1
ENSG00000150510	FAM124A
ENSG00000204977	TRIM13
ENSG00000178449	COX14
ENSG00000104814	MAP4K1
ENSG00000072818	ACAP1
ENSG00000123836	PFKFB2
ENSG00000274286	ADRA2B
ENSG00000083093	PALB2
ENSG00000197712	FAM114A1
ENSG00000147274	RBMX
ENSG00000164099	PRSS12
ENSG00000119715	ESRRB
ENSG00000086967	MYBPC2
ENSG00000171033	PKIA
ENSG00000228474	OST4
ENSG00000181163	NPM1
ENSG00000230417	LINC00856
ENSG00000058063	ATP11B
ENSG00000135821	GLUL
ENSG00000167792	NDUFV1
ENSG00000134207	SYT6
ENSG00000127054	CPSF3L
ENSG00000259330	INAFM2
ENSG00000167244	IGF2
ENSG00000198937	CCDC167
ENSG00000182636	NDN
ENSG00000087274	ADD1
ENSG00000099994	SUSD2
ENSG00000113583	C5orf15
ENSG00000090447	TFAP4
ENSG00000116525	TRIM62
ENSG00000158864	NDUFS2
ENSG00000143190	POU2F1
ENSG00000162613	FUBP1
ENSG00000117643	MAN1C1
ENSG00000116459	ATP5F1
ENSG00000180190	TDRP
ENSG00000152104	PTPN14
ENSG00000113448	PDE4D
ENSG00000225077	LINC00337
ENSG00000125166	GOT2
ENSG00000258289	CHURC1
ENSG00000160208	RRP1B
ENSG00000152253	SPC25
ENSG00000169599	NFU1
ENSG00000120457	KCNJ5
ENSG00000109436	TBC1D9
ENSG00000154978	VOPP1
ENSG00000205903	ZNF316
ENSG00000163013	FBXO41
ENSG00000107719	PALD1
ENSG00000113389	NPR3
ENSG00000134851	TMEM165
ENSG00000115221	ITGB6
ENSG00000165283	STOML2
ENSG00000234869	RP3-439F8.1
ENSG00000156959	LHFPL4
ENSG00000147804	SLC39A4
ENSG00000127507	ADGRE2
ENSG00000082293	COL19A1
ENSG00000110075	PPP6R3
ENSG00000111666	CHPT1
ENSG00000054118	THRAP3
ENSG00000151612	ZNF827
ENSG00000108639	SYNGR2
ENSG00000111206	FOXM1
ENSG00000149634	SPATA25
ENSG00000136159	NUDT15
ENSG00000184378	ACTRT3
ENSG00000127423	AUNIP
ENSG00000053918	KCNQ1
ENSG00000174567	GOLT1A
ENSG00000255192	NANOGP8
ENSG00000089094	KDM2B
ENSG00000178104	PDE4DIP
ENSG00000099800	TIMM13
ENSG00000109534	GAR1
ENSG00000087074	PPP1R15A
ENSG00000183605	SFXN4
ENSG00000275894	RP3-453C12.14
ENSG00000120675	DNAJC15
ENSG00000146416	AIG1
ENSG00000264247	LINC00909
ENSG00000168671	UGT3A2
ENSG00000179195	ZNF664
ENSG00000134759	ELP2
ENSG00000165449	SLC16A9
ENSG00000106066	CPVL
ENSG00000175387	SMAD2
ENSG00000102974	CTCF
ENSG00000151503	NCAPD3
ENSG00000185985	SLITRK2
ENSG00000179630	LACC1
ENSG00000171444	MCC
ENSG00000135424	ITGA7
ENSG00000086504	MRPL28
ENSG00000120685	PROSER1
ENSG00000101194	SLC17A9
ENSG00000115641	FHL2
ENSG00000128536	CDHR3
ENSG00000112936	C7
ENSG00000149179	C11orf49
ENSG00000181904	C5orf24
ENSG00000166845	C18orf54
ENSG00000088298	EDEM2
ENSG00000101844	ATG4A
ENSG00000125871	MGME1
ENSG00000152767	FARP1
ENSG00000156515	HK1
ENSG00000188917	TRMT2B
ENSG00000125798	FOXA2
ENSG00000226074	PRSS44
ENSG00000092470	WDR76
ENSG00000147454	SLC25A37
ENSG00000180096	Sep-01
ENSG00000117118	SDHB
ENSG00000180822	PSMG4
ENSG00000157456	CCNB2
ENSG00000164946	FREM1
ENSG00000173890	GPR160
ENSG00000204248	COL11A2
ENSG00000119509	INVS
ENSG00000152465	NMT2
ENSG00000187553	CYP26C1
ENSG00000157992	KRTCAP3
ENSG00000243156	MICAL3
ENSG00000136327	NKX2-8
ENSG00000204472	AIF1
ENSG00000171794	UTF1
ENSG00000160712	IL6R
ENSG00000172175	MALT1
ENSG00000140153	WDR20
ENSG00000137501	SYTL2
ENSG00000183722	LHFP
ENSG00000146757	ZNF92
ENSG00000125966	MMP24
ENSG00000196081	ZNF724P
ENSG00000166317	SYNPO2L
ENSG00000050767	COL23A1
ENSG00000113391	FAM172A
ENSG00000233895	RP1-122P22.2
ENSG00000171798	KNDC1
ENSG00000175906	ARL4D
ENSG00000125753	VASP
ENSG00000035928	RFC1
ENSG00000103175	WFDC1
ENSG00000146005	PSD2
ENSG00000103496	STX4
ENSG00000099204	ABLIM1
ENSG00000168748	CA7
ENSG00000182795	C1orf116
ENSG00000100767	PAPLN
ENSG00000230124	ACBD6
ENSG00000121898	CPXM2
ENSG00000106617	PRKAG2
ENSG00000116957	TBCE
ENSG00000180537	RNF182
ENSG00000169247	SH3TC2
ENSG00000130287	NCAN
ENSG00000184916	JAG2
ENSG00000166439	RNF169
ENSG00000075975	MKRN2
ENSG00000049541	RFC2
ENSG00000205763	RP9P
ENSG00000137713	PPP2R1B
ENSG00000047648	ARHGAP6
ENSG00000134874	DZIP1
ENSG00000160973	FOXH1
ENSG00000107438	PDLIM1
ENSG00000108551	RASD1
ENSG00000155657	TTN
ENSG00000155893	PXYLP1
ENSG00000128951	DUT
ENSG00000006453	BAIAP2L1
ENSG00000151553	FAM160B1
ENSG00000137831	UACA
ENSG00000198467	TPM2
ENSG00000035141	FAM136A
ENSG00000059915	PSD
ENSG00000110756	HPS5
ENSG00000240038	AMY2B
ENSG00000136052	SLC41A2
ENSG00000092203	TOX4
ENSG00000155511	GRIA1
ENSG00000140545	MFGE8
ENSG00000174600	CMKLR1
ENSG00000253507	CTD-2501M5.1
ENSG00000117152	RGS4
ENSG00000146535	GNA12
ENSG00000267060	PTGES3L
ENSG00000135763	URB2
ENSG00000124788	ATXN1
ENSG00000122068	FYTTD1
ENSG00000266028	SRGAP2
ENSG00000102981	PARD6A
ENSG00000095587	TLL2
ENSG00000180228	PRKRA
ENSG00000123395	ATG101
ENSG00000146670	CDCA5
ENSG00000160539	PLPP7
ENSG00000221946	FXYD7
ENSG00000175416	CLTB
ENSG00000055118	KCNH2
ENSG00000143344	RGL1
ENSG00000181722	ZBTB20
ENSG00000030066	NUP160
ENSG00000171720	HDAC3
ENSG00000182621	PLCB1
ENSG00000162804	SNED1
ENSG00000085063	CD59
ENSG00000180385	EMC3-AS1
ENSG00000075340	ADD2
ENSG00000100485	SOS2
ENSG00000130939	UBE4B
ENSG00000173457	PPP1R14B
ENSG00000124134	KCNS1
ENSG00000158258	CLSTN2
ENSG00000115827	DCAF17
ENSG00000129534	MIS18BP1
ENSG00000122873	CISD1
ENSG00000253549	CA3-AS1
ENSG00000142920	AZIN2
ENSG00000149182	ARFGAP2
ENSG00000265142	MIR133A1HG
ENSG00000155827	RNF20
ENSG00000106392	C1GALT1
ENSG00000137054	POLR1E
ENSG00000148948	LRRC4C
ENSG00000155744	FAM126B
ENSG00000131746	TNS4
ENSG00000165816	VWA2
ENSG00000134330	IAH1
ENSG00000205937	RNPS1
ENSG00000106399	RPA3
ENSG00000204519	ZNF551
ENSG00000164062	APEH
ENSG00000103966	EHD4
ENSG00000185924	RTN4RL1
ENSG00000162062	C16orf59
ENSG00000274180	NATD1
ENSG00000183530	PRR14L
ENSG00000111880	RNGTT
ENSG00000165029	ABCA1
ENSG00000278910	BANCR
ENSG00000132768	DPH2
ENSG00000129595	EPB41L4A
ENSG00000111859	NEDD9
ENSG00000165209	STRBP
ENSG00000112414	ADGRG6
ENSG00000182389	CACNB4
ENSG00000180530	NRIP1
ENSG00000140740	UQCRC2
ENSG00000131409	LRRC4B
ENSG00000141994	DUS3L
ENSG00000172366	MCRIP2
ENSG00000143106	PSMA5
ENSG00000164081	TEX264
ENSG00000167085	PHB
ENSG00000183207	RUVBL2
ENSG00000150471	ADGRL3
ENSG00000152234	ATP5A1
ENSG00000080709	KCNN2
ENSG00000132164	SLC6A11
ENSG00000153046	CDYL
ENSG00000143320	CRABP2
ENSG00000173418	NAA20
ENSG00000168062	BATF2
ENSG00000153767	GTF2E1
ENSG00000198435	NRARP
ENSG00000136160	EDNRB
ENSG00000196482	ESRRG
ENSG00000170647	TMEM133
ENSG00000152061	RABGAP1L
ENSG00000105290	APLP1
ENSG00000163444	TMEM183A
ENSG00000179222	MAGED1
ENSG00000165675	ENOX2
ENSG00000124224	PPP4R1L
ENSG00000243232	PCDHAC2
ENSG00000249188	ENPP7P1
ENSG00000134897	BIVM
ENSG00000106789	CORO2A
ENSG00000000419	DPM1
ENSG00000122367	LDB3
ENSG00000102977	ACD
ENSG00000124233	SEMG1
ENSG00000131876	SNRPA1
ENSG00000133454	MYO18B
ENSG00000169689	STRA13
ENSG00000121236	TRIM6
ENSG00000135723	FHOD1
ENSG00000179163	FUCA1
ENSG00000188690	UROS
ENSG00000144824	PHLDB2
ENSG00000135905	DOCK10
ENSG00000058091	CDK14
ENSG00000154040	CABYR
ENSG00000162236	STX5
ENSG00000167034	NKX3-1
ENSG00000145911	N4BP3
ENSG00000198624	CCDC69
ENSG00000163655	GMPS
ENSG00000092421	SEMA6A
ENSG00000136231	IGF2BP3
ENSG00000237499	RP11-356I2.4
ENSG00000167553	TUBA1C
ENSG00000106034	CPED1
ENSG00000267221	ZNF385C
ENSG00000121900	TMEM54
ENSG00000183117	CSMD1
ENSG00000181481	RNF135
ENSG00000001036	FUCA2
ENSG00000112096	SOD2
ENSG00000103546	SLC6A2
ENSG00000067113	PLPP1
ENSG00000268089	GABRQ
ENSG00000108312	UBTF
ENSG00000060762	MPC1
ENSG00000162775	RBM15
ENSG00000164106	SCRG1
ENSG00000101298	SNPH
ENSG00000164867	NOS3
ENSG00000170113	NIPA1
ENSG00000111670	GNPTAB
ENSG00000101935	AMMECR1
ENSG00000126215	XRCC3
ENSG00000010803	SCMH1
ENSG00000144285	SCN1A
ENSG00000269190	FBXO17
ENSG00000171016	PYGO1
ENSG00000160229	ZNF66
ENSG00000091136	LAMB1
ENSG00000122378	FAM213A
ENSG00000173889	PHC3
ENSG00000162639	HENMT1
ENSG00000112210	RAB23
ENSG00000114796	KLHL24
ENSG00000006327	TNFRSF12A
ENSG00000157152	SYN2
ENSG00000144381	HSPD1
ENSG00000168259	DNAJC7
ENSG00000078487	ZCWPW1
ENSG00000149922	TBX6
ENSG00000265354	TIMM23
ENSG00000143799	PARP1
ENSG00000163807	KIAA1143
ENSG00000167123	CERCAM
ENSG00000226900	RP11-432J24.5
ENSG00000261238	AC009166.5
ENSG00000278730	RP11-147L13.11
ENSG00000106078	COBL
ENSG00000130347	RTN4IP1
ENSG00000145194	ECE2
ENSG00000248131	LINC01194
ENSG00000174099	MSRB3
ENSG00000111961	SASH1
ENSG00000106608	URGCP
ENSG00000101247	NDUFAF5
ENSG00000153993	SEMA3D
ENSG00000115084	SLC35F5
ENSG00000135842	FAM129A
ENSG00000105088	OLFM2
ENSG00000153922	CHD1
ENSG00000279752	CTB-174D11.3
ENSG00000091262	ABCC6
ENSG00000165410	CFL2
ENSG00000145247	OCIAD2
ENSG00000071282	LMCD1
ENSG00000138795	LEF1
ENSG00000258461	RP11-164J13.1
ENSG00000180263	FGD6
ENSG00000123545	NDUFAF4
ENSG00000137090	DMRT1
ENSG00000127948	POR
ENSG00000149582	TMEM25
ENSG00000099250	NRP1
ENSG00000153989	NUS1
ENSG00000198301	SDAD1
ENSG00000071889	FAM3A
ENSG00000140374	ETFA
ENSG00000153162	BMP6
ENSG00000173207	CKS1B
ENSG00000173918	C1QTNF1
ENSG00000128203	ASPHD2
ENSG00000180346	TIGD2
ENSG00000138311	ZNF365
ENSG00000175792	RUVBL1
ENSG00000185917	SETD4
ENSG00000168824	NSG1
ENSG00000170540	ARL6IP1
ENSG00000145685	LHFPL2
ENSG00000151655	ITIH2
ENSG00000130741	EIF2S3
ENSG00000133665	DYDC2
ENSG00000134986	NREP
ENSG00000136111	TBC1D4
ENSG00000138668	HNRNPD
ENSG00000136861	CDK5RAP2
ENSG00000121897	LIAS
ENSG00000151062	CACNA2D4
ENSG00000128731	HERC2
ENSG00000113569	NUP155
ENSG00000171862	PTEN
ENSG00000145721	LIX1
ENSG00000165507	C10orf10
ENSG00000148985	PGAP2
ENSG00000074370	ATP2A3
ENSG00000159082	SYNJ1
ENSG00000119139	TJP2
ENSG00000134802	SLC43A3
ENSG00000162512	SDC3
ENSG00000176654	NANOGP1
ENSG00000183287	CCBE1
ENSG00000131378	RFTN1
ENSG00000138347	MYPN
ENSG00000073711	PPP2R3A
ENSG00000138111	MFSD13A
ENSG00000137414	FAM8A1
ENSG00000166562	SEC11C
ENSG00000134056	MRPS36
ENSG00000152518	ZFP36L2
ENSG00000250579	CTD-2297D10.2
ENSG00000008324	SS18L2
ENSG00000196141	SPATS2L
ENSG00000011201	ANOS1
ENSG00000112081	SRSF3
ENSG00000011677	GABRA3
ENSG00000165623	UCMA
ENSG00000151067	CACNA1C
ENSG00000069011	PITX1
ENSG00000268119	CTD-2561J22.5
ENSG00000151240	DIP2C
ENSG00000140848	CPNE2
ENSG00000163453	IGFBP7
ENSG00000172687	ZNF738
ENSG00000122145	TBX22
ENSG00000033800	PIAS1
ENSG00000198771	RCSD1
ENSG00000106344	RBM28
ENSG00000132386	SERPINF1
ENSG00000221818	EBF2
ENSG00000146729	GBAS
ENSG00000140853	NLRC5
ENSG00000011114	BTBD7
ENSG00000140577	CRTC3
ENSG00000147684	NDUFB9
ENSG00000101049	SGK2
ENSG00000188895	MSL1
ENSG00000260834	RP11-256I9.2
ENSG00000132906	CASP9
ENSG00000116704	SLC35D1
ENSG00000168672	FAM84B
ENSG00000141526	SLC16A3
ENSG00000228649	AC005682.5
ENSG00000257315	ZBED6
ENSG00000185760	KCNQ5
ENSG00000119471	HSDL2
ENSG00000068438	FTSJ1
ENSG00000157617	C2CD2
ENSG00000122824	NUDT10
ENSG00000273066	RP11-216L13.19
ENSG00000168490	PHYHIP
ENSG00000030419	IKZF2
ENSG00000166925	TSC22D4
ENSG00000205189	ZBTB10
ENSG00000139722	VPS37B
ENSG00000103723	AP3B2
ENSG00000136936	XPA
ENSG00000177042	TMEM80
ENSG00000148339	SLC25A25
ENSG00000129116	PALLD
ENSG00000281183	NPTN-IT1
ENSG00000249242	TMEM150C
ENSG00000180999	C1orf105
ENSG00000091127	PUS7
ENSG00000156709	AIFM1
ENSG00000029639	TFB1M
ENSG00000173401	GLIPR1L1
ENSG00000143632	ACTA1
ENSG00000089351	GRAMD1A
ENSG00000143774	GUK1
ENSG00000143314	MRPL24
ENSG00000280099	RP11-33E12.2
ENSG00000186918	ZNF395
ENSG00000099338	CATSPERG
ENSG00000102871	TRADD
ENSG00000077458	FAM76B
ENSG00000068383	INPP5A
ENSG00000259642	ST20-AS1
ENSG00000137198	GMPR
ENSG00000154277	UCHL1
ENSG00000139055	ERP27
ENSG00000106479	ZNF862
ENSG00000115593	SMYD1
ENSG00000146070	PLA2G7
ENSG00000197296	FITM2
ENSG00000145284	SCD5
ENSG00000239305	RNF103
ENSG00000101292	PROKR2
ENSG00000228544	CCDC183-AS1
ENSG00000128564	VGF
ENSG00000112685	EXOC2
ENSG00000198060	Mar-05
ENSG00000138768	USO1
ENSG00000180758	GPR157
ENSG00000139209	SLC38A4
ENSG00000130234	ACE2
ENSG00000142784	WDTC1
ENSG00000071994	PDCD2
ENSG00000264016	CTC-297N7.9
ENSG00000108061	SHOC2
ENSG00000130307	USHBP1
ENSG00000084731	KIF3C
ENSG00000159173	TNNI1
ENSG00000134285	FKBP11
ENSG00000250208	FZD10-AS1
ENSG00000103037	SETD6
ENSG00000115993	TRAK2
ENSG00000105173	CCNE1
ENSG00000062822	POLD1
ENSG00000070950	RAD18
ENSG00000101204	CHRNA4
ENSG00000131143	COX4I1
ENSG00000067208	EVI5
ENSG00000173926	Mar-03
ENSG00000280237	MIR4697HG
ENSG00000136045	PWP1
ENSG00000232939	RP11-406O23.2
ENSG00000168952	STXBP6
ENSG00000116299	KIAA1324
ENSG00000078140	UBE2K
ENSG00000182489	XKRX
ENSG00000255248	MIR100HG
ENSG00000271971	CTD-2006H14.2
ENSG00000145703	IQGAP2
ENSG00000100461	RBM23
ENSG00000188542	DUSP28
ENSG00000111046	MYF6
ENSG00000114902	SPCS1
ENSG00000066557	LRRC40
ENSG00000165424	ZCCHC24
ENSG00000170779	CDCA4
ENSG00000172020	GAP43
ENSG00000127838	PNKD
ENSG00000080854	IGSF9B
ENSG00000198826	ARHGAP11A
ENSG00000077264	PAK3
ENSG00000007171	NOS2
ENSG00000134253	TRIM45
ENSG00000173621	LRFN4
ENSG00000173511	VEGFB
ENSG00000213213	CCDC183
ENSG00000119185	ITGB1BP1
ENSG00000182841	RRP7BP
ENSG00000145384	FABP2
ENSG00000011028	MRC2
ENSG00000165644	COMTD1
ENSG00000172831	CES2
ENSG00000163882	POLR2H
ENSG00000180198	RCC1
ENSG00000214253	FIS1
ENSG00000140319	SRP14
ENSG00000183684	ALYREF
ENSG00000164733	CTSB
ENSG00000180354	MTURN
ENSG00000183773	AIFM3
ENSG00000102053	ZC3H12B
ENSG00000116478	HDAC1
ENSG00000257647	RP11-701H24.3
ENSG00000181444	ZNF467
ENSG00000109171	SLAIN2
ENSG00000177238	TRIM72
ENSG00000128335	APOL2
ENSG00000078618	NRDC
ENSG00000122779	TRIM24
ENSG00000150477	KIAA1328
ENSG00000133134	BEX2
ENSG00000184144	CNTN2
ENSG00000234127	TRIM26
ENSG00000120539	MASTL
ENSG00000126226	PCID2
ENSG00000187957	DNER
ENSG00000106771	TMEM245
ENSG00000111364	DDX55
ENSG00000044090	CUL7
ENSG00000131966	ACTR10
ENSG00000019485	PRDM11
ENSG00000169946	ZFPM2
ENSG00000152207	CYSLTR2
ENSG00000116691	MIIP
ENSG00000139973	SYT16
ENSG00000156564	LRFN2
ENSG00000198155	ZNF876P
ENSG00000198780	FAM169A
ENSG00000080822	CLDND1
ENSG00000096384	HSP90AB1
ENSG00000163082	SGPP2
ENSG00000067334	DNTTIP2
ENSG00000138061	CYP1B1
ENSG00000242125	SNHG3
ENSG00000165879	FRAT1
ENSG00000104517	UBR5
ENSG00000162063	CCNF
ENSG00000112893	MAN2A1
ENSG00000172115	CYCS
ENSG00000198598	MMP17
ENSG00000173214	MFSD4B
ENSG00000137343	ATAT1
ENSG00000021645	NRXN3
ENSG00000234787	LINC00458
ENSG00000118729	CASQ2
ENSG00000183628	DGCR6
ENSG00000188897	CTD-3088G3.8
ENSG00000119314	PTBP3
ENSG00000099194	SCD
ENSG00000279692	RP11-1055B8.1
ENSG00000088808	PPP1R13B
ENSG00000170214	ADRA1B
ENSG00000050405	LIMA1
ENSG00000253636	RP11-531A24.5
ENSG00000101638	ST8SIA5
ENSG00000137642	SORL1
ENSG00000135372	NAT10
ENSG00000261553	RP11-29G8.3
ENSG00000164626	KCNK5
ENSG00000206557	TRIM71
ENSG00000132932	ATP8A2
ENSG00000148444	COMMD3
ENSG00000166840	GLYATL1
ENSG00000120647	CCDC77
ENSG00000137135	ARHGEF39
ENSG00000197702	PARVA
ENSG00000171243	SOSTDC1
ENSG00000122034	GTF3A
ENSG00000136527	TRA2B
ENSG00000280987	MATR3
ENSG00000101447	FAM83D
ENSG00000137944	KYAT3
ENSG00000107242	PIP5K1B
ENSG00000169230	PRELID1
ENSG00000161533	ACOX1
ENSG00000164116	GUCY1A3
ENSG00000145506	NKD2
ENSG00000115942	ORC2
ENSG00000131389	SLC6A6
ENSG00000076356	PLXNA2
ENSG00000130600	H19
ENSG00000166197	NOLC1
ENSG00000101187	SLCO4A1
ENSG00000126432	PRDX5
ENSG00000137460	FHDC1
ENSG00000237125	HAND2-AS1
ENSG00000130822	PNCK
ENSG00000033327	GAB2
ENSG00000185652	NTF3
ENSG00000162909	CAPN2
ENSG00000162105	SHANK2
ENSG00000121966	CXCR4
ENSG00000279602	CTD-3014M21.1
ENSG00000122484	RPAP2
ENSG00000258661	RP11-964E11.2
ENSG00000101017	CD40
ENSG00000147224	PRPS1
ENSG00000109089	CDR2L
ENSG00000213020	ZNF611
ENSG00000176490	DIRAS1
ENSG00000176619	LMNB2
ENSG00000170381	SEMA3E
ENSG00000204217	BMPR2
ENSG00000197417	SHPK
ENSG00000121104	FAM117A
ENSG00000112029	FBXO5
ENSG00000117228	GBP1
ENSG00000056487	PHF21B
ENSG00000168016	TRANK1
ENSG00000145103	ILDR1
ENSG00000172318	B3GALT1
ENSG00000157827	FMNL2
ENSG00000100162	CENPM
ENSG00000147889	CDKN2A
ENSG00000178966	RMI1
ENSG00000140538	NTRK3
ENSG00000141644	MBD1
ENSG00000169184	MN1
ENSG00000121904	CSMD2
ENSG00000105278	ZFR2
ENSG00000173894	CBX2
ENSG00000149503	INCENP
ENSG00000106028	SSBP1
ENSG00000132017	DCAF15
ENSG00000173598	NUDT4
ENSG00000113048	MRPS27
ENSG00000180979	LRRC57
ENSG00000005238	FAM214B
ENSG00000091651	ORC6
ENSG00000118242	MREG
ENSG00000166902	MRPL16
ENSG00000119950	MXI1
ENSG00000121417	ZNF211
ENSG00000166275	BORCS7
ENSG00000134909	ARHGAP32
ENSG00000232434	C9orf172
ENSG00000114021	NIT2
ENSG00000007264	MATK
ENSG00000185627	PSMD13
ENSG00000179862	CITED4
ENSG00000158022	TRIM63
ENSG00000090776	EFNB1
ENSG00000213462	ERV3-1
ENSG00000174564	IL20RB
ENSG00000117676	RPS6KA1
ENSG00000188803	SHISA6
ENSG00000133740	E2F5
ENSG00000163430	FSTL1
ENSG00000158816	VWA5B1
ENSG00000213612	FAM220CP
ENSG00000126216	TUBGCP3
ENSG00000109917	ZPR1
ENSG00000117298	ECE1
ENSG00000162924	REL
ENSG00000185298	CCDC137
ENSG00000103404	USP31
ENSG00000100344	PNPLA3
ENSG00000198646	NCOA6
ENSG00000213777	CTD-2224J9.8
ENSG00000187244	BCAM
ENSG00000232611	RP11-1114A5.4
ENSG00000270344	RP11-734K2.4
ENSG00000152910	CNTNAP4
ENSG00000124299	PEPD
ENSG00000116661	FBXO2
ENSG00000103257	SLC7A5
ENSG00000112079	STK38
ENSG00000176692	FOXC2
ENSG00000197361	FBXL22
ENSG00000162654	GBP4
ENSG00000088756	ARHGAP28
ENSG00000160716	CHRNB2
ENSG00000095321	CRAT
ENSG00000159348	CYB5R1
ENSG00000141425	RPRD1A
ENSG00000130305	NSUN5
ENSG00000135253	KCP
ENSG00000136783	NIPSNAP3A
ENSG00000163702	IL17RC
ENSG00000115761	NOL10
ENSG00000070808	CAMK2A
ENSG00000230623	RP11-469A15.2
ENSG00000213366	GSTM2
ENSG00000156642	NPTN
ENSG00000175104	TRAF6
ENSG00000197442	MAP3K5
ENSG00000166710	B2M
ENSG00000166226	CCT2
ENSG00000155363	MOV10
ENSG00000162951	LRRTM1
ENSG00000166265	CYYR1
ENSG00000125779	PANK2
ENSG00000185742	C11orf87
ENSG00000174938	SEZ6L2
ENSG00000162817	C1orf115
ENSG00000163558	PRKCI
ENSG00000143387	CTSK
ENSG00000189398	OR7E12P
ENSG00000182180	MRPS16
ENSG00000103942	HOMER2
ENSG00000105011	ASF1B
ENSG00000213625	LEPROT
